	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54060_ID1725_11-B-32S_S3_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2714512904467727e-05	0.0	0.0	1.2714512904467728e-06	0.0	0.0	3.687208742295641e-05	3.8177971091793005e-06	3.8280062012169255e-06	0.0	0.0	0.0	0.0	0.0	4.81405792347355e-05	4.83237130833606e-05	0.0	0.0	0.0	0.0	0.0	1.344635261634423e-06	0.0	0.0	0.0	0.00012665003485560388	2.2178435829218723e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54061_ID1725_14-B-35S_S4_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.927568659086642e-06	6.342054927269314e-05	0.0004804106607406506	7.134811793177978e-06	0.0	0.0	4.5187141356793864e-05	0.0	0.0	0.0	0.0	3.991516845214932e-06	0.0	0.0	0.0	0.0	4.855476067006443e-06	3.2495987557936284e-06	5.7079707881711216e-06	5.8154854106630825e-05	4.770175965047309e-05	1.7358937512668926e-05	1.661036941843625e-06	4.510134196370341e-05	0.021839305594909597	1.1833392360830156e-05	0.00010636070633889814	6.858293737617404e-06	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54061_ID1725_14-B-35S_S4_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.963784329543321e-06	0.0	0.0	0.0	0.0	0.0	3.567405896588989e-05	3.966417076434571e-06	1.5899121094201044e-06	0.0	1.5966109824371276e-06	0.0	0.0	0.0	3.7113738464374376e-05	3.398782556088409e-05	0.0	0.0	0.0	0.0	0.0	1.6608539546344386e-06	3.3404316113227435e-06	0.0	0.0	0.00011654792333208777	1.7999075670325432e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54062_ID1725_27-B-53S_S5_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.603705394154831e-06	6.724446472985797e-05	0.00047407347634549873	7.845187551816763e-06	0.0	0.0	5.043334854739347e-05	0.0	0.0	0.0	0.0	2.2641617430205402e-06	0.0	0.0	0.0	0.0	8.075876412278982e-06	4.637914641453602e-06	0.0	6.091425336011514e-05	5.650538558127355e-05	2.6049536105716783e-05	1.1903093487824694e-06	2.6348713704302545e-05	0.021895619788248298	4.850513774301059e-06	9.39756231139123e-05	9.83568178063019e-06	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54062_ID1725_27-B-53S_S5_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0260009128436086e-05	2.2436634428999826e-06	0.0	0.0	0.0	0.0	0.0	1.143777053329726e-06	6.088507857558279e-05	4.959807107334378e-05	0.0	0.0	0.0	0.0	0.0	1.1897780315600758e-06	2.394181803033177e-06	0.0	0.0	0.00010489782969683661	2.3345134380675516e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54063_ID1725_38-B-68S_S6_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.188428414137658e-06	6.226114096965189e-05	0.0005229935841450759	1.1414542511102847e-05	1.0376856828275317e-06	0.0	5.084659845854905e-05	2.0753713656550634e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.370081747471401e-06	7.462619339943046e-06	6.422717167749576e-06	7.743528819005166e-05	5.6163524508282406e-05	3.038926708392071e-05	4.360606550777878e-06	3.506724264320481e-05	0.02158715994536892	1.2184941716100606e-05	0.00011364388038901371	1.0092976159952949e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54063_ID1725_38-B-68S_S6_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5565285242412973e-05	0.0	0.0	1.0376856828275317e-06	0.0	0.0	3.0092884801998415e-05	0.0	1.0410077521348883e-06	0.0	2.0919430299481098e-06	0.0	0.0	1.0543566729416704e-06	4.761004604557993e-05	5.4136906185146836e-05	0.0	0.0	0.0	0.0	0.0	2.1795525884192176e-06	2.1908893400416905e-06	0.0	0.0	0.0001080218856349356	3.0264156656152338e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54064_ID1725_41-B-75S_S7_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.295411674374349e-05	0.0004977078406093603	1.2590823348748699e-05	0.0	0.0	4.740074672470098e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.83589332490651e-07	9.4887879888075e-06	7.995187600640923e-06	6.463306901855201e-06	7.278618805369946e-05	3.6380555125764313e-05	1.5906018802354137e-05	3.3870646831214273e-06	3.602133265654395e-05	0.021876480491881026	1.0561882186552183e-05	0.00010973839579809364	9.958251028388584e-06	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54064_ID1725_41-B-75S_S7_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.406366675734529e-06	0.0	0.0	0.0	0.0	7.406366675734528e-07	4.962265672742134e-05	1.4847715151929986e-06	1.494594567085976e-06	0.0	0.0	0.0	0.0	0.0	3.993125122602643e-05	4.740074087357985e-05	0.0	0.0	0.0	0.0	0.0	1.6903622920538494e-06	2.5676899561623427e-06	0.0	0.0	0.00013616198071291353	2.7989290539020284e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54065_ID1725_42-B-77S_S8_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8868513108050145e-06	7.330276966207521e-05	0.0004241786937778752	1.5637924194576045e-05	0.0	0.0	4.1049551010762116e-05	1.9547405243220057e-06	0.0	0.0	0.0	9.847053497200251e-07	0.0	0.0	0.0	0.0	6.9862869666275556e-06	2.003239558885047e-06	6.028986644307433e-06	5.448080838865625e-05	6.278461175899879e-05	2.5431716355306672e-05	1.2259676123058868e-05	5.339715470796655e-05	0.023605223322369338	7.266104963536505e-06	0.00010754059850749102	1.156081344153498e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54065_ID1725_42-B-77S_S8_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9547405243220058e-05	0.0	0.0	0.0	0.0	0.0	4.0072180748601116e-05	1.9562488275344915e-06	1.960634767269712e-06	9.822863130425462e-07	0.0	0.0	0.0	9.920488376912765e-07	5.4733939415181596e-05	3.19354259300609e-05	0.0	0.0	0.0	0.0	0.0	1.0215282898826787e-06	3.0802545855056955e-06	0.0	0.0	0.00012422593540850567	3.0473365269980567e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54066_ID1725_45-B-86B_S9_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.90449808717785e-06	6.904498087177849e-05	0.00046260137184091595	8.28539770461342e-06	6.904498087177851e-07	0.0	5.109328584511609e-05	0.0	0.0	0.0	0.0	3.498695392467275e-06	0.0	0.0	0.0	0.0	8.609767744196798e-06	2.8894734438139397e-06	1.4541775423393244e-06	6.813828810639808e-05	5.385065806500023e-05	2.453486213578443e-05	7.488391532887675e-07	2.94471368020349e-05	0.02176228274289644	7.67900623584452e-06	0.00010226911457399499	1.4083596787875837e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54066_ID1725_45-B-86B_S9_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.452249043588925e-06	0.0	0.0	6.904498087177851e-07	0.0	0.0	3.4522490435889246e-05	2.0741449719341566e-06	1.3881458452656038e-06	6.966001946844292e-07	3.498246259185345e-06	0.0	7.059966629373334e-07	7.092403456448781e-07	5.350068423451753e-05	4.51849850696258e-05	0.0	0.0	0.0	0.0	0.0	7.482717018847228e-07	7.544372870308413e-07	0.0	0.0	0.00010758210337191258	1.719463832723493e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54067_ID1725_48-B-91S_S10_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1255748416238815e-05	9.567386153802993e-05	0.0004980668674185676	1.2944110678674637e-05	1.1255748416238815e-06	0.0	5.008808045226272e-05	5.627874208119407e-07	0.0	0.0	0.0	2.2829143108798286e-06	0.0	0.0	0.0	0.0	7.0490103119031984e-06	5.922175214956453e-06	2.9842938643240453e-06	6.32629801596931e-05	5.651763252596315e-05	2.332833165717224e-05	5.578222006442822e-06	3.196050834253869e-05	0.021445126389409774	1.0264885498602507e-05	0.00012153235216560968	9.888063625971522e-06	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54067_ID1725_48-B-91S_S10_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6278742081194075e-06	0.0	0.0	5.627874208119407e-07	0.0	0.0	3.770675719440003e-05	5.0718981003825565e-06	2.8289357009224282e-06	0.0	0.0	0.0	0.0	1.1589692727634125e-06	4.8423906565290496e-05	4.7559983208624986e-05	0.0	0.0	0.0	0.0	0.0	1.2383229167363867e-06	3.129766595402716e-06	0.0	0.0	0.00012977478669388745	2.9611843026304037e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54068_ID1725_49-B-93S_S11_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2015970426293586e-05	7.209582255776152e-05	0.0005293034972782325	1.021357486234955e-05	0.0	6.007985213146794e-07	4.505988909860095e-05	1.8023955639440381e-06	0.0	0.0	0.0	1.245756920783887e-06	0.0	0.0	0.0	0.0	6.640160782728341e-06	3.3748204966726027e-06	4.7989271463626715e-06	7.609377825156045e-05	5.53766141519822e-05	2.604865951825363e-05	5.1574591052726476e-06	2.931321130198371e-05	0.02054298779321831	7.0527699848152286e-06	0.00010099965045303513	1.0674585610739066e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54068_ID1725_49-B-93S_S11_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.01197781972019e-06	0.0	0.0	6.007985213146794e-07	0.0	0.0	3.724950832151012e-05	1.206064204188696e-06	1.2186821016979611e-06	0.0	1.8675709893614192e-06	0.0	0.0	0.0	5.4298236991851505e-05	4.508260312996845e-05	0.0	0.0	0.0	0.0	0.0	2.203375138851193e-06	3.745139426971796e-06	0.0	0.0	0.00012849577238134376	1.961487019655326e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54069_ID1725_50-B-102S_S12_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.027339675936891e-06	4.83280761112427e-05	0.0004083722431400007	5.638275546311648e-06	0.0	0.0	4.5911672305680556e-05	8.054679351873782e-07	0.0	0.0	0.0	3.24391069101891e-06	0.0	0.0	0.0	0.0	3.2833280555202898e-06	4.941033418951286e-06	4.955160627601815e-06	6.962155117213849e-05	5.4884486450849774e-05	1.669796644817489e-05	7.5432485239476045e-06	3.451553851239999e-05	0.023086670802612702	8.49948111942688e-06	0.00010595821952900734	7.734874425130166e-06	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54069_ID1725_50-B-102S_S12_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.416403805562135e-05	0.0	0.0	2.4164038055621347e-06	0.0	0.0	2.255310218524659e-05	2.418152743778774e-06	2.4231217573532235e-06	0.0	8.109635985445702e-07	0.0	0.0	0.0	5.321889447931996e-05	4.3502478438796845e-05	0.0	0.0	0.0	0.0	0.0	8.380922164934335e-07	3.367191793695661e-06	0.0	0.0	0.00010167960350218048	2.2344434245929015e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54070_ID1725_51-B-103S_S13_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.958306115926416e-06	5.172898975352171e-05	0.00047431504450921446	1.3529120397074909e-05	0.0	0.0	4.77498366955585e-05	7.958306115926417e-07	0.0	0.0	0.0	1.601136640496542e-06	0.0	0.0	0.0	0.0	5.665048030259968e-06	4.870915542481008e-06	1.62810995662015e-06	6.616732068570322e-05	4.6715210162633345e-05	1.8924373964224788e-05	2.478245015262107e-06	1.9083886492229325e-05	0.022514055588605687	1.0056340564208138e-05	0.00012474222188418204	1.271910103632437e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54070_ID1725_51-B-103S_S13_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1937459173889625e-05	0.0	0.0	2.387491834777925e-06	0.0	0.0	2.307908773618661e-05	2.3890202730588058e-06	2.3932781241830695e-06	7.989037634295123e-07	0.0	0.0	0.0	8.052449338880624e-07	5.974595471040256e-05	5.178937594198503e-05	0.0	0.0	0.0	0.0	0.0	8.259241262984343e-07	1.6591277285288754e-06	0.0	0.0	0.00013566108201391557	2.627835129996927e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54071_ID1725_52-B-104S_S14_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8583577968590994e-05	0.00043686610999435006	6.695266053553257e-06	0.0	0.0	4.1845412834707856e-05	8.369082566941571e-07	0.0	0.0	0.0	8.461833467089535e-07	0.0	0.0	0.0	0.0	9.506905751518091e-06	3.476636705822751e-06	4.367703314842224e-06	7.998278348612169e-05	5.03855070278987e-05	1.9578673879639977e-05	3.5827912017898053e-06	1.3532728402931538e-05	0.021830795258361086	9.161909474965508e-06	0.00011179029721935773	1.3050441522537592e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54071_ID1725_52-B-104S_S14_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.184541283470785e-06	0.0	0.0	0.0	0.0	0.0	3.180251375437797e-05	3.351397056255152e-06	1.680989128295267e-06	0.0	0.0	0.0	8.527785388115588e-07	0.0	4.818054102204831e-05	4.839474166588752e-05	0.0	0.0	0.0	0.0	0.0	1.7910645794125436e-06	0.0	0.0	0.0	0.0001320849537909564	2.516321959294019e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54072_ID1725_53-B-105S_S15_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.904306398607866e-06	8.013875758747078e-05	0.0004897368519234326	1.246602895805101e-05	0.0	0.0	5.9658852870672696e-05	0.0	0.0	0.0	0.0	2.7394480297122726e-06	0.0	0.0	0.0	0.0	7.6106556752055275e-06	2.881617394211023e-06	5.812314607143864e-06	7.14353899435313e-05	5.035523893190614e-05	2.1950351816247936e-05	3.0219485330736554e-06	1.3238376697621963e-05	0.021799439110216593	6.243799776742533e-06	0.00011048916700543873	6.390389671903336e-06	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54072_ID1725_53-B-105S_S15_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.904306398607866e-06	0.0	0.0	8.904306398607865e-07	0.0	0.0	3.29459336748491e-05	5.356676013262808e-06	1.7986593656444982e-06	0.0	9.127557228916707e-07	0.0	0.0	0.0	6.127978744474071e-05	3.801213379621089e-05	0.0	0.0	0.0	0.0	0.0	1.0053598043497433e-06	1.0161958758198477e-06	0.0	0.0	0.00012070926581328645	3.0805392868557924e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54073_ID1725_54-B-106S_S16_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.023965922414102e-05	7.679744418105766e-05	0.0004566888013966895	1.3311556991383326e-05	0.0	0.0	4.91503642758769e-05	0.0	0.0	0.0	0.0	4.113871468585881e-06	0.0	0.0	0.0	0.0	4.1457892923113844e-06	5.1934076960069966e-06	2.0812756238199623e-06	6.988773828289561e-05	5.331681167306148e-05	2.0964912179555246e-05	1.0510511851942202e-06	1.1595591680719558e-05	0.022107242376597086	7.42777806911174e-06	0.0001267472264937576	1.1762961441461526e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54073_ID1725_54-B-106S_S16_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.535948883621153e-05	0.0	0.0	1.023965922414102e-06	0.0	0.0	1.7407420681039735e-05	2.0488356154749825e-06	3.077430079583265e-06	0.0	1.028457628265636e-06	0.0	0.0	0.0	3.932126610586125e-05	4.456627967071324e-05	0.0	0.0	0.0	0.0	0.0	1.0510053196949557e-06	2.108217836288178e-06	0.0	0.0	0.0001192890411490423	2.780384358408825e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54074_ID1725_56-B-109S_S17_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2610123419691452e-05	6.305061709845726e-05	0.00048296772697418257	1.008809873575316e-05	0.0	1.261012341969145e-06	5.29625183627041e-05	1.261012341969145e-06	0.0	0.0	0.0	1.2701924236095796e-06	0.0	0.0	0.0	0.0	1.0288952630665262e-05	6.452655735652762e-06	5.177504998913436e-06	7.016184753087336e-05	5.0849205195630975e-05	2.0948776914824917e-05	1.3147276062545432e-06	1.4529830150776574e-05	0.022286926449651464	5.337977729823462e-06	9.52988743162742e-05	8.10349196486099e-06	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54074_ID1725_56-B-109S_S17_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.648125918135205e-05	3.7859133634614635e-06	1.2648412839844038e-06	0.0	1.270157155909822e-06	0.0	0.0	1.2789242630387577e-06	6.926977788453305e-05	4.372517334491313e-05	0.0	0.0	0.0	0.0	0.0	1.314553516630469e-06	1.320715237563191e-06	0.0	0.0	0.00013823069567737986	2.5657752002270196e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54075_ID1725_58-B-111S_S18_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.549959418911943e-06	5.004955360803137e-05	0.0004768357471019716	9.099918837823886e-06	9.099918837823885e-07	0.0	6.005946432963765e-05	1.819983767564777e-06	0.0	0.0	0.0	9.301182617466264e-07	0.0	0.0	0.0	0.0	4.846465992861854e-06	6.8577967270675275e-06	2.967468180481652e-06	7.606289108023188e-05	4.855752192837458e-05	1.74203043874379e-05	3.111195463686194e-06	1.9981189497878388e-05	0.021279376175078718	1.0823146740948665e-05	0.00010329819147174747	1.2292517804790102e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54075_ID1725_58-B-111S_S18_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.730966723507793e-05	3.64781984672627e-06	9.176169301131108e-07	9.231682940138879e-07	9.298399235009538e-07	0.0	0.0	9.512666114932033e-07	6.145570257114624e-05	4.648850438074736e-05	0.0	0.0	0.0	0.0	0.0	1.0354837714944946e-06	1.0499019333849612e-06	0.0	0.0	0.0001074811815805507	2.0073724321231824e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54076_ID1725_1-B-6S_S19_L001_R1.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.429048061238958e-05	0.0003481576796240174	2.9672529513410575e-06	0.0	0.0	4.549787858722954e-05	0.0	0.0	0.0	0.0	9.966335711234593e-07	0.0	0.0	0.0	0.0	7.083235167283096e-06	4.065200242566433e-06	2.041157366435898e-06	8.512934105920736e-05	3.1935848750501676e-05	1.760414959215172e-05	1.0404306242472419e-06	2.1971886866126758e-05	0.018389156202506383	6.350348135081092e-06	0.00011607867122253087	1.2868750148057652e-05	0.0	0.0	0.0
	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
54076_ID1725_1-B-6S_S19_L001_R2.trmdfilt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.890843171136857e-07	0.0	0.0	3.9563372684547435e-05	2.9694408017379304e-06	2.9760020846299404e-06	0.0	0.0	0.0	0.0	1.004724495902593e-06	4.7391379814543214e-05	5.564637831414906e-05	0.0	0.0	0.0	0.0	0.0	1.040134894678437e-06	3.1378898960248674e-06	0.0	0.0	0.00010432759375431151	2.1440797813801915e-05	0.0	0.0	0.0
